scale_mult,weights,alpha,cv_MAE,cv_MAE_sd,model,search_scope
4.0,"(1.0,)",2.154434690031882,2.6370366832056824,0.6379415937666423,static_rbf,outer_fold_5
4.0,"(1.0,)",46.41588833612773,2.739910572211035,0.7095838759451565,static_rbf,outer_fold_5
4.0,"(1.0,)",1000.0,2.7460019600924026,0.713180910376578,static_rbf,outer_fold_5
0.25,"(1.0,)",9.999999999999999e-06,2.9016456176267607,0.49119710659895005,static_rbf,full_train
0.25,"(1.0,)",0.00021544346900318823,2.5444378639535774,0.42056358787792325,static_rbf,full_train
0.25,"(1.0,)",0.004641588833612777,2.397648365547732,0.4400641577502699,static_rbf,full_train
0.25,"(1.0,)",0.1,2.301389552369243,0.4689803200331515,static_rbf,full_train
0.25,"(1.0,)",2.154434690031882,2.40903803747536,0.3554498197756408,static_rbf,full_train
0.25,"(1.0,)",46.41588833612773,2.632133745681007,0.25441995623779484,static_rbf,full_train
0.25,"(1.0,)",1000.0,2.7091128347751248,0.2686074873250834,static_rbf,full_train
0.5,"(1.0,)",9.999999999999999e-06,4.398409985738396,0.7012428541451264,static_rbf,full_train
0.5,"(1.0,)",0.00021544346900318823,2.620203430487226,0.27478125767216194,static_rbf,full_train
0.5,"(1.0,)",0.004641588833612777,2.1801613963477617,0.3516468490442164,static_rbf,full_train
0.5,"(1.0,)",0.1,1.8601469262660433,0.19764220683241882,static_rbf,full_train
0.5,"(1.0,)",2.154434690031882,2.066732037034713,0.20395888284428815,static_rbf,full_train
0.5,"(1.0,)",46.41588833612773,2.559832358137653,0.19766049118350312,static_rbf,full_train
0.5,"(1.0,)",1000.0,2.704166024401565,0.26579905534756854,static_rbf,full_train
1.0,"(1.0,)",9.999999999999999e-06,5.284220739038164,0.8757686181748449,static_rbf,full_train
1.0,"(1.0,)",0.00021544346900318823,3.2471676875193767,0.10001661838490902,static_rbf,full_train
1.0,"(1.0,)",0.004641588833612777,2.0598333046132646,0.11176940243807379,static_rbf,full_train
1.0,"(1.0,)",0.1,1.680273308110939,0.3245340733045307,static_rbf,full_train
1.0,"(1.0,)",2.154434690031882,2.085191946170862,0.13522127520205776,static_rbf,full_train
1.0,"(1.0,)",46.41588833612773,2.6155201494352545,0.22470230353185017,static_rbf,full_train
1.0,"(1.0,)",1000.0,2.7084894248740596,0.26790173289537184,static_rbf,full_train
2.0,"(1.0,)",9.999999999999999e-06,6.7859930557325985,1.038671937376925,static_rbf,full_train
2.0,"(1.0,)",0.00021544346900318823,3.3206448297518487,0.49592775134173955,static_rbf,full_train
2.0,"(1.0,)",0.004641588833612777,1.905604561433167,0.3311813828372785,static_rbf,full_train
2.0,"(1.0,)",0.1,1.8246892859937733,0.31375595494309505,static_rbf,full_train
2.0,"(1.0,)",2.154434690031882,2.3612535783231343,0.07438665294475981,static_rbf,full_train
2.0,"(1.0,)",46.41588833612773,2.6832992672946703,0.25513391172066385,static_rbf,full_train
2.0,"(1.0,)",1000.0,2.712633127701676,0.2693591450842407,static_rbf,full_train
4.0,"(1.0,)",9.999999999999999e-06,6.9187721850687165,2.217218256249129,static_rbf,full_train
4.0,"(1.0,)",0.00021544346900318823,2.9510457426398027,0.9985943120580417,static_rbf,full_train
4.0,"(1.0,)",0.004641588833612777,1.9756068641702345,0.5129454620887864,static_rbf,full_train
4.0,"(1.0,)",0.1,2.0427174393598815,0.2710208153903848,static_rbf,full_train
4.0,"(1.0,)",2.154434690031882,2.5928416679723547,0.18157470181333069,static_rbf,full_train
4.0,"(1.0,)",46.41588833612773,2.7070321370157613,0.265567472498407,static_rbf,full_train
4.0,"(1.0,)",1000.0,2.7137955295563914,0.26982817478935667,static_rbf,full_train
1.0,"(1.0,)",9.999999999999999e-06,13.350836634087305,16.156053880951866,li_linear,outer_fold_1
1.0,"(1.0,)",0.00021544346900318823,4.648971773018918,3.339206370694089,li_linear,outer_fold_1
1.0,"(1.0,)",0.004641588833612777,2.8862245036346255,0.6286977248943779,li_linear,outer_fold_1
1.0,"(1.0,)",0.1,2.840236013597122,0.6665472754200354,li_linear,outer_fold_1
1.0,"(1.0,)",2.154434690031882,2.441951259651236,0.38394282062838414,li_linear,outer_fold_1
1.0,"(1.0,)",46.41588833612773,2.5513311388920608,0.5667670528173101,li_linear,outer_fold_1
1.0,"(1.0,)",1000.0,2.6611833902433535,0.5757964663089818,li_linear,outer_fold_1
1.0,"(1.0,)",9.999999999999999e-06,21.864758245292332,13.873076477099822,li_linear,outer_fold_2
1.0,"(1.0,)",0.00021544346900318823,3.83364262107764,0.7186350531808519,li_linear,outer_fold_2
1.0,"(1.0,)",0.004641588833612777,3.0427427265743296,0.6268187162302925,li_linear,outer_fold_2
1.0,"(1.0,)",0.1,2.7079645329972597,0.47095861701701236,li_linear,outer_fold_2
1.0,"(1.0,)",2.154434690031882,2.399129703791957,0.2094576784703928,li_linear,outer_fold_2
1.0,"(1.0,)",46.41588833612773,2.691215168846368,0.4236103577804352,li_linear,outer_fold_2
1.0,"(1.0,)",1000.0,2.9035287216769294,0.5113397990781398,li_linear,outer_fold_2
1.0,"(1.0,)",9.999999999999999e-06,14.653111120194913,13.706863391041937,li_linear,outer_fold_3
1.0,"(1.0,)",0.00021544346900318823,5.075385079731793,3.7874049608880735,li_linear,outer_fold_3
1.0,"(1.0,)",0.004641588833612777,3.746441636607006,2.470328423726844,li_linear,outer_fold_3
1.0,"(1.0,)",0.1,2.6217128899341495,0.6465809272515937,li_linear,outer_fold_3
1.0,"(1.0,)",2.154434690031882,2.26980258290518,0.11588179128501933,li_linear,outer_fold_3
1.0,"(1.0,)",46.41588833612773,2.6184380134056235,0.42886111129791477,li_linear,outer_fold_3
1.0,"(1.0,)",1000.0,2.7573766817388354,0.5420506411766872,li_linear,outer_fold_3
1.0,"(1.0,)",9.999999999999999e-06,37.563977042642264,53.55256703002305,li_linear,outer_fold_4
1.0,"(1.0,)",0.00021544346900318823,6.1459039235587705,4.698377162392285,li_linear,outer_fold_4
1.0,"(1.0,)",0.004641588833612777,4.261040415737745,1.6686607072523354,li_linear,outer_fold_4
1.0,"(1.0,)",0.1,3.247489192597373,0.6469367950703324,li_linear,outer_fold_4
1.0,"(1.0,)",2.154434690031882,2.3308018147197305,0.5954380365370014,li_linear,outer_fold_4
1.0,"(1.0,)",46.41588833612773,2.358485026298366,0.45571664531444617,li_linear,outer_fold_4
1.0,"(1.0,)",1000.0,2.419810555150086,0.4914951977613172,li_linear,outer_fold_4
1.0,"(1.0,)",9.999999999999999e-06,8.306270329478329,6.194856489192268,li_linear,outer_fold_5
1.0,"(1.0,)",0.00021544346900318823,4.327259556993475,1.8456451363733104,li_linear,outer_fold_5
1.0,"(1.0,)",0.004641588833612777,3.5380472065528323,0.8945011854243514,li_linear,outer_fold_5
1.0,"(1.0,)",0.1,2.725027739937059,0.4946837350016303,li_linear,outer_fold_5
1.0,"(1.0,)",2.154434690031882,2.3081113358413976,0.1932671699342733,li_linear,outer_fold_5
1.0,"(1.0,)",46.41588833612773,2.567012676501328,0.5173823548387669,li_linear,outer_fold_5
1.0,"(1.0,)",1000.0,2.7313715891681865,0.7024465349172934,li_linear,outer_fold_5
1.0,"(1.0,)",9.999999999999999e-06,15.792592247904148,12.479020936446732,li_linear,full_train
1.0,"(1.0,)",0.00021544346900318823,4.105386538918343,2.20467047836757,li_linear,full_train
1.0,"(1.0,)",0.004641588833612777,3.955287799088022,1.8861846613275683,li_linear,full_train
1.0,"(1.0,)",0.1,3.2840192053877715,1.2657739583559389,li_linear,full_train
1.0,"(1.0,)",2.154434690031882,2.283258764652221,0.3014299060932665,li_linear,full_train
1.0,"(1.0,)",46.41588833612773,2.528985063318665,0.26482463369671977,li_linear,full_train
1.0,"(1.0,)",1000.0,2.693102019050634,0.2722744179544564,li_linear,full_train
0.25,"(1.0,)",9.999999999999999e-06,2.361055947720726,0.3340707883019074,li_rbf,outer_fold_1
0.25,"(1.0,)",0.00021544346900318823,2.119294718531747,0.4239434612066758,li_rbf,outer_fold_1
0.25,"(1.0,)",0.004641588833612777,2.086560596834025,0.46888886827677584,li_rbf,outer_fold_1
0.25,"(1.0,)",0.1,2.0674115689952393,0.49923281466557995,li_rbf,outer_fold_1
0.25,"(1.0,)",2.154434690031882,2.2751841374413275,0.588241665026325,li_rbf,outer_fold_1
0.25,"(1.0,)",46.41588833612773,2.619796398619016,0.5772683090833659,li_rbf,outer_fold_1
0.25,"(1.0,)",1000.0,2.6684299965055382,0.5722050743192837,li_rbf,outer_fold_1
0.5,"(1.0,)",9.999999999999999e-06,3.0885308743137445,1.1403583694307349,li_rbf,outer_fold_1
0.5,"(1.0,)",0.00021544346900318823,2.1938701998975536,0.18666288962470085,li_rbf,outer_fold_1
0.5,"(1.0,)",0.004641588833612777,2.122064861338407,0.22359502280808768,li_rbf,outer_fold_1
0.5,"(1.0,)",0.1,1.9471694661817067,0.359195754778511,li_rbf,outer_fold_1
